110000,20,0,0,0,0,170,0,0,0,0,170,0,0,0
400000,45,0,0,0,0,45,0,0,0,0,45,0,0,0
400100,25,0,40,0,0,25,0,40,0,0,65,0,0,0
400200,10,0,0,0,0,10,0,0,0,0,10,0,30,0
400300,55,0,0,0,0,55,0,0,0,0,55,0,0,0
400400,40,0,0,0,0,40,0,0,0,0,40,0,0,0
400500,0,75,0,0,0,0,75,0,0,0,75,0,0,0
400600,30,0,0,0,0,30,0,0,0,0,30,0,0,0
400700,0,0,0,0,65,0,0,0,0,65,65,0,0,0
402000,90,0,0,0,0,90,0,0,0,0,90,0,0,0
402200,0,0,0,90,0,0,0,0,90,0,90,0,0,0
402300,60,0,0,0,0,60,0,0,0,0,60,0,0,0
404000,48,0,0,0,0,48,0,0,0,0,48,0,0,0
404100,64,0,0,0,0,64,0,0,0,0,64,0,0,0
404200,53,0,0,0,0,53,0,0,0,0,53,0,0,0
404300,38,0,0,0,0,38,0,0,0,0,38,0,0,0
404400,0,0,0,110,0,0,0,0,110,0,110,0,0,0
404500,20,0,0,0,0,20,0,0,0,0,20,3,0,0
404600,0,0,140,0,0,0,0,140,0,0,140,0,0,0
1000000,116,0,0,0,0,213.44,0,0,0,0,213.44,0,0,0
1000100,107.3,0,0,0,0,188.4188,0,0,0,0,188.4188,0,0,0
1000200,107.3,0,0,0,0,230.024375,0,0,0,0,230.024375,0,0,0
1000300,104.4,0,0,0,0,228.34368,0,0,0,0,228.34368,0,0,0
1000400,63,72.45,0,0,0,112.14,81.90689848,0,0,0,194.0468985,0,0,0
1000500,59.85,81.9,0,0,0,95.76,94.49940822,0,0,0,190.2594082,0,0,0
1000600,120.45,0,120.45,0,0,120.45,0,120.45,0,0,240.9,0,0,0
1000700,63,0,81.9,0,0,108.36,0,98.69921096,0,0,207.059211,0,0,0
1000800,59.85,0,0,81.9,0,95.76,0,0,94.49940822,0,190.2594082,0,0,0
1000900,120.45,0,0,0,120.45,120.45,0,0,0,120.45,240.9,0,0,0
1001000,63,0,0,0,81.9,108.36,0,0,0,98.69921096,207.059211,0,0,0
1001100,89.9,0,0,0,0,165.416,0,0,0,0,165.416,0,39.85428571,0
1001200,89.9,0,0,0,0,165.416,0,0,0,0,165.416,39.85428571,0,0
1001300,145,0,0,0,0,145,0,0,0,0,145,0,0,0
1001400,81.9,0,0,0,0,174.2832,0,0,0,0,174.2832,0,0,0
1001500,110.2,0,0,0,0,220.6204,0,0,0,0,220.6204,0,0,0
1010000,140,0,0,0,0,220.85,0,0,0,0,220.85,34.188,0,0
1010100,129.5,0,0,0,0,196.807625,0,0,0,0,196.807625,33.84857143,0,0
1010200,129.5,0,0,0,0,203.50925,0,0,0,0,203.50925,33.84857143,0,0
1010300,126,0,0,0,0,230.4288,0,0,0,0,230.4288,33.84857143,0,0
1010400,75,86.25,0,0,0,115.21875,93.99002108,0,0,0,209.2087711,33.84857143,0,0
1010500,71.25,97.5,0,0,0,100.640625,107.8120157,0,0,0,208.4526407,33.84857143,0,0
1010600,127.05,0,127.05,0,0,127.05,0,127.05,0,0,254.1,33,0,0
1010700,75,0,97.5,0,0,112.125,0,111.2493542,0,0,223.3743542,33.84857143,0,0
1010800,71.25,0,0,97.5,0,100.640625,0,0,107.8120157,0,208.4526407,33.84857143,0,0
1010900,127.05,0,0,0,127.05,127.05,0,0,0,127.05,254.1,33,0,0
1011000,75,0,0,0,97.5,112.125,0,0,0,111.2493542,223.3743542,33.84857143,0,0
1011100,108.5,0,0,0,0,171.15875,0,0,0,0,171.15875,34.69714286,38.90285714,0
1011200,108.5,0,0,0,0,171.15875,0,0,0,0,171.15875,41.00571429,0,0
1011300,175,0,0,0,0,175,0,0,0,0,175,33,0,0
1011400,97.5,0,0,0,0,173.11125,0,0,0,0,173.11125,33.84857143,0,0
1011500,133,0,0,0,0,224.1715,0,0,0,0,224.1715,34.27285714,0,0
1020000,110,0,0,0,0,198.935,0,0,0,0,198.935,0,0,0
1020100,101.75,0,0,0,0,175.467875,0,0,0,0,175.467875,0,0,0
1020200,101.75,0,0,0,0,214.082,0,0,0,0,214.082,0,0,0
1020300,99,0,0,0,0,205.4448,0,0,0,0,205.4448,0,0,0
1020400,60,69,0,0,0,105.045,77.66882361,0,0,0,182.7138236,0,0,0
1020500,57,78,0,0,0,89.9175,89.54945754,0,0,0,179.4669575,0,0,0
1020600,107.25,0,107.25,0,0,107.25,0,107.25,0,0,214.5,0,0,0
1020700,60,0,78,0,0,101.58,0,93.39927671,0,0,194.9792767,0,0,0
1020800,57,0,0,78,0,89.9175,0,0,89.54945754,0,179.4669575,0,0,0
1020900,107.25,0,0,0,107.25,107.25,0,0,0,107.25,214.5,0,0,0
1021000,60,0,0,0,78,101.58,0,0,0,93.39927671,194.9792767,0,0,0
1021100,85.25,0,0,0,0,154.174625,0,0,0,0,154.174625,0,39.61642857,0
1021200,85.25,0,0,0,0,154.174625,0,0,0,0,154.174625,39.61642857,0,0
1021300,137.5,0,0,0,0,137.5,0,0,0,0,137.5,0,0,0
1021400,78,0,0,0,0,162.6846,0,0,0,0,162.6846,0,0,0
1021500,104.5,0,0,0,0,204.5065,0,0,0,0,204.5065,0,0,0
1040000,118,0,0,0,0,210.925,0,0,0,0,210.925,0,34.6335,0
1040100,109.15,0,0,0,0,186.5100625,0,0,0,0,186.5100625,0,34.16678571,0
1040200,109.15,0,0,0,0,226.213375,0,0,0,0,226.213375,0,34.16678571,0
1040300,106.2,0,0,0,0,229.90176,0,0,0,0,229.90176,0,34.16678571,0
1040400,64,73.6,0,0,0,110.8,82.60656998,0,0,0,193.40657,0,34.16678571,0
1040500,60.8,83.2,0,0,0,95,95.1994364,0,0,0,190.1994364,0,34.16678571,0
1040600,113.85,0,113.85,0,0,113.85,0,113.85,0,0,227.7,0,33,0
1040700,64,0,83.2,0,0,107.2,0,99.19924853,0,0,206.3992485,0,34.16678571,0
1040800,60.8,0,0,83.2,0,95,0,0,95.1994364,0,190.1994364,0,34.16678571,0
1040900,113.85,0,0,0,113.85,113.85,0,0,0,113.85,227.7,0,33,0
1041000,64,0,0,0,83.2,107.2,0,0,0,99.19924853,206.3992485,0,34.16678571,0
1041100,91.45,0,0,0,0,163.466875,0,0,0,0,163.466875,0,41.75785714,0
1041200,91.45,0,0,0,0,163.466875,0,0,0,0,163.466875,39.61642857,35.33357143,0
1041300,147.5,0,0,0,0,147.5,0,0,0,0,147.5,0,33,0
1041400,83.2,0,0,0,0,171.184,0,0,0,0,171.184,0,34.16678571,0
1041500,112.1,0,0,0,0,217.0256,0,0,0,0,217.0256,0,34.75017857,0
1060000,114,0,0,0,0,204.972,0,0,0,0,204.972,0,0,0
1060100,105.45,0,0,0,0,180.1876875,0,0,0,0,180.1876875,0,0,0
1060200,105.45,0,0,0,0,220.2059625,0,0,0,0,220.2059625,0,0,0
1060300,102.6,0,0,0,0,224.40672,0,0,0,0,224.40672,0,0,0
1060400,62,71.3,0,0,0,107.942,80.14144953,0,0,0,188.0834495,0,0,0
1060500,58.9,80.6,0,0,0,92.473,92.37944673,0,0,0,184.8524467,0,0,0
1060600,115.5,0,115.5,0,0,115.5,0,115.5,0,0,231,0,0,0
1060700,62,0,80.6,0,0,104.408,0,96.30592898,0,0,200.713929,0,0,0
1060800,58.9,0,0,80.6,0,92.473,0,0,92.37944673,0,184.8524467,0,0,0
1060900,115.5,0,0,0,115.5,115.5,0,0,0,115.5,231,0,0,0
1061000,62,0,0,0,80.6,104.408,0,0,0,96.30592898,200.713929,0,0,0
1061100,88.35,0,0,0,0,158.8533,0,0,0,0,158.8533,0,39.61642857,0
1061200,88.35,0,0,0,0,158.8533,0,0,0,0,158.8533,39.61642857,0,0
1061300,142.5,0,0,0,0,142.5,0,0,0,0,142.5,0,0,0
1061400,80.6,0,0,0,0,166.97096,0,0,0,0,166.97096,0,0,0
1061500,108.3,0,0,0,0,210.80595,0,0,0,0,210.80595,0,0,0
1070000,126,0,0,0,0,208.026,0,0,0,0,208.026,0,0,0
1080000,174,0,0,0,0,228.81,0,0,0,0,228.81,0,0,0
1090000,184,0,0,0,0,253.552,0,0,0,0,253.552,0,0,0
1090100,170.2,0,0,0,0,218.4517,0,0,0,0,218.4517,0,0,0
1090200,170.2,0,0,0,0,250.6195,0,0,0,0,250.6195,0,0,0
1090300,165.6,0,0,0,0,269.46432,0,0,0,0,269.46432,0,0,0
1090400,77,88.55,0,0,0,104.027,93.75129416,0,0,0,197.7782942,0,0,0
1090500,73.15,100.1,0,0,0,92.9005,107.0296745,0,0,0,199.9301745,0,0,0
1090600,127.05,0,127.05,0,0,127.05,0,127.05,0,0,254.1,0,0,0
1090700,77,0,100.1,0,0,101.948,0,109.339566,0,0,211.287566,0,0,0
1090800,73.15,0,0,100.1,0,92.9005,0,0,107.0296745,0,199.9301745,0,0,0
1090900,127.05,0,0,0,127.05,127.05,0,0,0,127.05,254.1,0,0,0
1091000,77,0,0,0,100.1,101.948,0,0,0,109.339566,211.287566,0,0,0
1091100,142.6,0,0,0,0,196.5028,0,0,0,0,196.5028,0,38.07035714,0
1091200,142.6,0,0,0,0,196.5028,0,0,0,0,196.5028,38.07035714,0,0
